CASEID,acu3c,aprcu3c,asepcu3c,cu3rnkc,cu3_190,nsepevr,totclwc,agec,agedc,agegr10,agegr5,chh0014c,chrinhdc,chrtime6,famtype,hsdsizec,livarr12,marstat,multigen,prtypec,sex,sexpr,gu_110,gu_120,gu_130c,gu_150c,gu_170,gu_180,gu_190,gu_210,aclma1c,adivma1c,adthma1c,agema1c,aprma1c,asepma1c,ma1rnkc,ma1_150,ma1_165,ma1_170,ma1_220,ma1_230,wevermar,apardivc,aparsepc,achb1c,achdmpl,achd_1c,achj1c,chddecc,chdinftc,chdinptc,chdoutc,hhdchd1,hhdsta1,rci10_1,rci65_1,totchdc
12263,99.6,99.6,99.6,96,6,1,1,62,62.5,5,10,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,30.5,96, 32,99.6,0,0,0,1,2,3,1,6, 1
12264,99.6,99.6,99.6,96,6,1,2,53,53.3,4, 8,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 22,41.8,0,0,0,1,2,3,2,6, 1
12265,99.6,99.6,99.6,96,6,0,0,48,48.6,4, 7,3,3,5,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,36.1,96, 13,99.6,0,3,0,0,1,1,2,6, 3
12266,99.6,99.6,99.6,96,6,0,0,61,62.0,5,10,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12267,99.6,99.6,99.6,96,6,0,0,40,40.3,3, 6,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,40.0,24.3,26.3,99.6, 1,6,2,3,6,2,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12268,99.6,99.6,99.6,96,6,0,0,42,42.7,3, 6,0,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,21.7,96, 21,99.6,0,1,2,0,1,2,1,3, 3
12269,99.6,99.6,99.6,96,6,1,0,55,55.3,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,46.9,99.6,24.3,24.8,99.6, 1,6,1,4,6,2,3,96,96,29.1,96, 26,99.6,0,0,0,2,2,3,1,6, 2
12270,99.6,99.6,99.6,96,6,0,0,65,65.8,6,11,0,2,1,2,4, 4, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,24.5,96, 41,99.6,0,2,0,2,2,3,2,6, 4
12271,99.6,99.6,99.6,96,6,0,0,25,25.8,2, 3,0,0,1,2,4,10, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12272,99.6,99.6,99.6,96,6,0,0,60,60.1,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,17.5,29.5,99.6, 2,2,8,8,8,6,6,20, 7,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12273,99.6,99.6,99.6,96,6,0,0,25,25.8,2, 3,0,0,1,2,4,10, 6,1,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12274,99.6,99.6,99.6,96,6,0,0,57,57.8,5, 9,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,54.8,18.6,19.8,99.6, 1,6,1,3,6,2,5,96,96,19.0,96, 39,99.6,0,0,0,2,2,3,1,6, 2
12275,99.6,99.6,99.6,96,6,0,0,45,45.3,4, 7,2,2,5,2,5, 3, 1,2,3,2,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,39.3, 2,  6,99.6,0,2,0,0,1,1,1,6, 2
12276,99.6,99.6,99.6,96,6,0,0,48,48.5,4, 7,1,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.5,96, 19,99.6,0,2,0,0,1,1,1,6, 2
12277,99.6,99.6,99.6,96,6,0,0,69,69.8,6,11,0,0,1,6,1, 1, 3,2,0,2,0,2,1,6,6,2,6,1,1,99.6,99.6,68.7,24.0,25.3,99.6, 1,6,1,3,6,2,4,96,96,27.2,96, 43,99.6,0,0,0,2,2,3,1,6, 2
12278,99.6,99.6,99.6,96,6,1,1,66,66.2,6,11,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,26.0,96, 40,99.6,0,0,0,2,2,3,1,6, 2
12279,99.6,99.6,99.6,96,6,0,0,59,59.1,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,3,6,1,6,2,6,6,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,19.6,96, 39,99.6,0,0,0,2,2,3,1,6, 2
12280,99.6,99.6,99.6,96,6,0,0,39,39.3,3, 5,1,1,2,2,3, 3, 1,2,1,1,2,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,38.0, 1,  1,99.6,0,1,0,0,1,1,2,6, 1
12281,99.6,99.6,99.6,96,6,2,1,59,59.1,5, 9,0,0,1,6,1, 1, 5,2,0,1,0,1,2,6,6,7,6,1,1,28.5,33.5,99.6,30.5,99.7,32.5, 1,1,1,1,6,2,5, 8, 7,99.6,96, 38,30.1,0,0,0,3,2,3,2,6, 3
12282,99.6,99.6,99.6,96,6,0,0,66,66.1,6,11,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12283,99.6,99.6,99.6,96,6,0,0,43,43.7,3, 6,1,1,3,2,3, 3, 1,2,1,2,1,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.8,96, 13,99.6,0,1,0,0,1,1,2,6, 1
12284,99.6,99.6,99.6,96,6,0,0,77,77.1,7,13,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12285,99.6,99.6,99.6,96,6,0,0,74,74.4,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.0,96, 51,99.6,0,0,0,2,2,3,2,6, 2
12286,99.6,99.6,99.6,96,6,2,1,73,73.2,6,12,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,51.5,99.6,23.0,20.5,46.5, 1,2,1,1,6,2,4,96,96,23.9,96, 49,99.6,0,0,0,3,2,3,1,6, 3
12287,99.6,99.6,99.6,96,6,0,0,74,74.8,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.0,96, 49,99.6,0,0,0,2,2,3,2,6, 2
12288,30.0,32.4,35.0, 3,1,3,3,33,33.3,2, 4,1,1,2,5,3, 7, 6,1,0,2,0,1,2,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3, 8, 3,29.3, 4,  4,99.6,0,1,0,0,1,1,1,6, 1
12289,99.6,99.6,99.6,96,6,1,2,38,38.1,3, 5,3,3,5,3,5, 3, 2,2,2,2,1,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.2, 1, 13,99.6,0,1,2,0,1,2,2,1, 3
12290,99.6,99.6,99.6,96,6,1,0,74,74.4,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,32.5,99.6,22.6,21.3,32.5, 1,6,1,1,6,1,5,96,96,25.3,96, 49,99.6,0,0,0,2,2,3,1,6, 2
12291,99.6,99.6,99.6,96,6,2,0,57,57.0,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,24.7,99.6,21.7,15.0,23.7, 1,6,1,1,2,6,6,96,96,22.8,96, 34,99.6,0,0,0,4,2,3,1,6, 4
12292,99.6,99.6,99.6,96,6,1,0,49,49.3,4, 7,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.7,99.6,23.6,29.5,27.5, 1,6,2,1,1,6,6,16,16,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12293,99.6,99.6,99.6,96,6,0,0,58,59.0,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.0,96, 25,99.6,0,0,0,1,2,3,1,6, 1
12294,99.6,99.6,99.6,96,6,1,0,65,65.5,6,11,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,60.0,99.6,20.3,24.7,60.0, 1,6,1,1,6,2,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12295,99.6,99.6,99.6,96,6,0,0,74,74.3,6,12,0,1,1,2,3, 4, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.7,96, 51,99.6,0,1,0,1,2,3,2,6, 2
12296,99.6,99.6,99.6,96,6,0,0,46,46.1,4, 7,0,2,1,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,21.1,96, 25,99.6,0,2,1,0,1,1,1,6, 3
12297,99.6,99.6,99.6,96,6,1,0,49,49.9,4, 7,1,2,6,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,27.9,99.6,25.9,24.8,27.9, 1,2,1,1,1,6,6,96,96,26.5,96, 23,99.6,0,2,0,1,2,3,2,6, 3
12298,99.6,99.6,99.6,96,6,0,0,29,29.8,2, 3,0,0,1,1,4, 6, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12299,99.6,99.6,99.6,96,6,0,0,75,75.3,7,13,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.6,96, 49,99.6,0,0,0,3,2,3,1,6, 3
12300,99.6,99.6,99.6,96,6,0,0,77,77.8,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,72.5,24.0,31.0,99.6, 1,6,1,3,6,2,4,96,96,25.5,96, 52,99.6,0,0,0,3,2,3,2,6, 3
12301,99.6,99.6,99.6,96,6,0,0,63,63.9,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.6,96, 41,99.6,0,0,0,2,2,3,2,6, 2
12302,99.6,99.6,99.6,96,6,0,0,72,72.8,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.0,96, 43,99.6,0,0,0,2,2,3,2,6, 2
12303,99.6,99.6,99.6,96,6,0,0,74,74.2,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.3,96, 46,99.6,0,0,0,1,2,3,1,6, 1
12304,99.6,99.6,99.6,96,6,1,2,48,48.1,4, 7,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,35.6,96, 13,99.6,0,0,2,0,1,2,1,2, 2
12305,99.6,99.6,99.6,96,6,0,0,33,33.5,2, 4,2,2,2,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.7, 2,  4,99.6,0,2,0,0,1,1,1,6, 2
12306,99.6,99.6,99.6,96,6,2,0,66,66.2,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,28.5,99.6,21.0,25.4,26.6, 1,6,1,1,2,6,6,18,15,99.6,96, 50,21.0,0,0,0,1,2,3,1,6, 1
12307,99.6,99.6,99.6,96,6,1,0,54,54.9,4, 8,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,37.1,99.6,23.9,27.8,34.3, 1,6,2,1,6,2,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12308,99.6,99.6,99.6,96,6,0,0,38,38.3,3, 5,3,3,3,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.2, 5,  9,99.6,0,3,0,0,1,1,2,6, 3
12309,99.6,99.6,99.6,96,6,0,0,72,72.9,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.3,96, 44,99.6,0,0,0,2,2,3,2,6, 2
12310,99.6,99.6,99.6,96,6,0,0,42,42.2,3, 6,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12311,99.6,99.6,99.6,96,6,2,2,63,63.7,5,10,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12312,99.6,99.6,99.6,96,6,1,0,31,31.3,2, 4,1,1,3,5,2,12, 4,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 18,22.5,0,0,2,1,2,2,2,4, 3
12313,99.6,99.6,99.6,96,6,0,0,21,21.1,1, 2,0,0,1,2,4,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12314,99.6,99.6,99.6,96,6,0,0,31,31.8,2, 4,2,2,2,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.9, 1,  4,99.6,0,2,0,0,1,1,1,6, 2
12315,99.6,99.6,99.6,96,6,1,0,59,59.1,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,24.5,99.6,19.5,21.4,22.9, 1,2,1,1,1,6,6,96,96,20.8,96, 38,99.6,0,0,0,3,2,3,1,6, 3
12316,99.6,99.6,99.6,96,6,0,0,27,27.4,2, 3,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12317,99.6,99.6,99.6,96,6,0,0,64,64.6,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.6,96, 37,99.6,0,0,0,1,2,3,1,6, 1
12318,99.6,99.6,99.6,96,6,0,0,76,76.8,7,13,0,1,1,5,2, 8, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,75.3,23.6,22.8,99.6, 1,6,1,3,6,2,5,96,96,26.8,96, 50,99.6,0,1,0,1,1,1,1,6, 2
12319,99.6,99.6,99.6,96,6,0,0,45,46.0,4, 7,0,2,4,2,4, 3, 1,2,1,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 4, 0,28.6,96, 18,99.6,0,2,0,0,1,1,2,6, 2
12320,99.6,99.6,99.6,96,6,0,0,73,73.5,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,55.3,20.7,23.5,99.6, 1,6,1,3,6,2,4,96,96,24.4,96, 49,99.6,0,0,0,2,2,3,2,6, 2
12321,99.6,99.6,99.6,96,6,0,1,54,54.1,4, 8,0,1,1,2,3, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,33.3,96, 20,99.6,0,1,0,0,1,1,2,6, 1
12322,99.6,99.6,99.6,96,6,0,0,57,58.0,5, 9,0,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,37.6,96, 21,99.6,0,2,0,0,1,1,2,6, 2
12323,99.6,99.6,99.6,96,6,0,0,70,70.7,6,12,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 53,99.6,0,0,0,2,2,3,1,6, 2
12324,99.6,99.6,99.6,96,6,2,0,58,58.2,5, 9,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,27.3,37.5,99.6,27.9,26.5,32.5, 1,1,2,1,6,1,6,96,96,99.3,96,993,99.3,0,0,0,0,4,5,1,6, 3
12325,99.6,99.6,99.6,96,6,1,1,27,27.5,2, 3,1,1,2,5,2, 7, 6,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,14,14,24.7, 3,  3,99.6,0,1,0,0,1,1,2,6, 1
12326,99.6,99.6,99.6,96,6,0,0,31,31.1,2, 4,2,2,5,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,24.1, 1,  7,99.6,0,2,0,0,1,1,1,6, 2
12327,99.6,99.6,99.6,96,6,0,0,22,22.5,1, 2,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12328,99.6,99.6,99.6,96,6,0,0,19,19.9,1, 1,0,0,1,2,3,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12329,99.6,99.6,99.6,96,6,0,1,22,22.7,1, 2,0,0,1,1,2, 2, 2,2,2,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97, 6,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12330,99.6,99.6,99.6,96,6,1,1,57,58.0,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,12,12,23.8,96, 34,99.6,0,0,0,2,2,3,1,6, 2
12331,99.6,99.6,99.6,96,6,0,1,26,26.8,2, 3,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12332,99.6,99.6,99.6,96,6,1,0,71,71.4,6,12,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,7,6,1,1,27.8,55.5,99.6,28.1,22.8,53.5, 1,1,1,1,6,2,4,96,96,28.8,96,995,99.6,1,0,0,1,3,4,1,6, 2
12333,99.6,99.6,99.6,96,6,1,0,52,52.3,4, 8,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,1,7,7,2,99.6,99.7,99.6,99.7,99.7,99.7,98,6,1,1,1,6,6,96,96,19.7,96, 33,99.6,0,0,0,1,2,3,2,6, 1
12334,99.6,99.6,99.6,96,6,0,0,60,60.8,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.1,96, 35,99.6,0,0,0,3,2,3,2,6, 3
12335,99.6,99.6,99.6,96,6,0,0,44,44.4,3, 6,1,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.8,96, 18,99.6,0,2,0,0,1,1,2,6, 2
12336,99.6,99.6,99.6,96,6,2,1,53,53.3,4, 8,0,0,1,1,2, 2, 1,2,1,1,2,1,2,6,6,2,6,1,1,99.6,34.5,99.6,24.1,21.0,33.5, 2,2,1,1,1,6,6,97, 8,99.6,96, 29,33.8,0,0,0,5,2,3,2,6, 5
12337,99.6,99.6,99.6,96,6,1,1,37,37.2,3, 5,0,0,1,1,2, 2, 2,2,3,1,1,1,2,6,6,1,1,1,1,30.1,31.5,99.6,30.8,32.0,31.0,98,1,1,1,6,2,6,96, 7,24.1,96, 13,99.6,0,0,1,4,2,3,2,6, 5
12338,99.6,99.6,99.6,96,6,1,0,61,61.9,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,39.3,99.6,28.7,26.8,38.7, 1,2,2,1,1,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12339,99.6,99.6,99.6,96,6,1,1,79,79.2,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,44.5,99.6,19.3,24.5,20.2, 1,2,1,1,6,2,4,96,96,18.8,96, 60,99.6,0,0,0,3,2,3,1,6, 3
12340,99.6,99.6,99.6,96,6,1,1,26,26.3,2, 3,0,0,1,6,1, 1, 6,2,0,1,0,1,2,6,6,1,3,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,7,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12341,99.6,99.6,99.6,96,6,1,2,29,29.6,2, 3,1,1,2,2,3, 3, 2,2,2,1,2,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.4, 1,  1,99.6,0,1,0,0,1,1,2,6, 1
12342,99.6,99.6,99.6,96,6,0,0,66,66.6,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.5,96, 39,99.6,0,0,0,3,2,3,2,6, 3
12343,99.6,99.6,99.6,96,6,0,1,27,27.8,2, 3,0,0,1,1,2, 2, 2,2,3,2,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12344,99.6,99.6,99.6,96,6,0,0,53,53.3,4, 8,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12345,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,80.0,32.5,30.5,99.6, 1,6,1,3,6,2,4,96,96,38.0,96, 54,99.6,0,0,0,1,2,3,1,6, 1
12346,99.6,99.6,99.6,96,6,2,0,73,73.6,6,12,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,37.5,99.6,20.5,23.2,33.8, 1,6,1,1,6,1,4,96,96,25.4,96, 48,99.6,0,0,0,2,2,3,1,6, 2
12347,99.6,99.6,99.6,96,6,0,0,53,53.0,4, 8,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,1,1,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,15,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12348,99.6,99.6,99.6,96,6,4,2,60,61.0,5,10,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,31.5,99.6,23.2,27.1,30.5, 1,2,2,1,6,1,3,96,96,23.0,96, 38,99.6,0,0,0,3,2,3,1,6, 3
12349,99.6,99.6,99.6,96,6,0,0,38,38.3,3, 5,3,3,5,2,5, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.8, 2,  9,99.6,0,3,0,0,1,1,1,6, 3
12350,99.6,99.6,99.6,96,6,1,1,58,58.3,5, 9,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,42.5,99.6,25.0,26.5,40.5, 1,2,1,1,6,2,6,96,96,21.2,96, 37,99.6,0,0,0,5,2,3,2,6, 5
12351,99.6,99.6,99.6,96,6,3,3,50,50.8,4, 8,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.7,99.6,26.5,99.8,99.7, 2,8,2,1,6,2,6,96,96,99.6,96, 30,37.8,0,0,0,3,2,3,2,6, 3
12352,99.6,99.6,99.6,96,6,0,0,66,66.8,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.3,96, 37,99.6,0,0,0,2,2,3,1,6, 2
12353,99.6,99.6,99.6,96,6,0,1,27,27.8,2, 3,0,0,1,1,2, 2, 2,2,3,2,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12354,99.6,99.6,99.6,96,6,0,1,39,39.8,3, 5,3,3,5,2,5, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.8, 4, 11,99.6,0,3,0,0,1,1,2,6, 3
